,Fitness,Location,Maxima
0000000000,0.0,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
0000000001,0.13326130254835622,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0
0000000010,0.09117183658511194,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0
0000000011,0.053385541573508194,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",0
0000000100,0.22495091809229387,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",1
0000000101,0.20394373915350983,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",0
0000000110,0.20237727127897753,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",0
0000000111,0.19284298666355124,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 1)",0
0000001000,0.0775489942894209,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0
0000001001,0.2776325760498294,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",0
0000001010,0.2905811807836025,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",0
0000001011,0.21024623359729822,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1)",0
0000001100,0.18358720053172228,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",0
0000001101,0.18312760488439855,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 1)",0
0000001110,0.32705496035539255,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 0)",0
0000001111,0.3786002981504297,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 1)",0
0000010000,0.05204813656668582,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0
0000010001,0.19170519996592789,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",0
0000010010,0.20393410552552618,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",0
0000010011,0.20555250035660264,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1)",0
0000010100,0.22117217199147676,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",0
0000010101,0.46336984010733395,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 1)",0
0000010110,0.39264998526928035,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 0)",0
0000010111,0.4230917477965328,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 1)",0
0000011000,0.2138108235515413,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",0
0000011001,0.33839741926204125,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 1)",0
0000011010,0.25258084555144644,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 0)",0
0000011011,0.4492507379058909,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 1)",0
0000011100,0.20964344457648376,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 0)",0
0000011101,0.4669325630440756,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 1)",0
0000011110,0.5277099800280252,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 0)",0
0000011111,0.5880707018981125,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 1)",0
0000100000,0.06485874280044474,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
0000100001,0.17737389097151499,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 1)",0
0000100010,0.24611264508576425,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",0
0000100011,0.3660975279480701,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 1)",0
0000100100,0.14147857489095958,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 0)",0
0000100101,0.21648992543281895,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 1)",0
0000100110,0.3519988597364483,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 0)",0
0000100111,0.35384997990585826,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 1)",0
0000101000,0.12740475232864673,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 0)",0
0000101001,0.26240657117474764,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 1)",0
0000101010,0.36039420142160095,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 0)",0
0000101011,0.2761381536236768,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 1)",0
0000101100,0.19505216631621472,"(0, 0, 0, 0, 1, 0, 1, 1, 0, 0)",0
0000101101,0.24610006909189164,"(0, 0, 0, 0, 1, 0, 1, 1, 0, 1)",0
0000101110,0.31384059995711644,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 0)",0
0000101111,0.6112275083330801,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 1)",0
0000110000,0.12882418286438455,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 0)",0
0000110001,0.28618271537990025,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 1)",0
0000110010,0.2835210016738772,"(0, 0, 0, 0, 1, 1, 0, 0, 1, 0)",0
0000110011,0.4408724458282661,"(0, 0, 0, 0, 1, 1, 0, 0, 1, 1)",0
0000110100,0.21940550739782938,"(0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0
0000110101,0.4318922540926245,"(0, 0, 0, 0, 1, 1, 0, 1, 0, 1)",0
0000110110,0.5190833513313131,"(0, 0, 0, 0, 1, 1, 0, 1, 1, 0)",0
0000110111,0.39624137928879904,"(0, 0, 0, 0, 1, 1, 0, 1, 1, 1)",0
0000111000,0.3101579108095863,"(0, 0, 0, 0, 1, 1, 1, 0, 0, 0)",0
0000111001,0.3722786873465753,"(0, 0, 0, 0, 1, 1, 1, 0, 0, 1)",0
0000111010,0.5257788681843525,"(0, 0, 0, 0, 1, 1, 1, 0, 1, 0)",0
0000111011,0.5058606385451024,"(0, 0, 0, 0, 1, 1, 1, 0, 1, 1)",0
0000111100,0.42740718616379225,"(0, 0, 0, 0, 1, 1, 1, 1, 0, 0)",0
0000111101,0.38601828246330105,"(0, 0, 0, 0, 1, 1, 1, 1, 0, 1)",0
0000111110,0.5965392968117502,"(0, 0, 0, 0, 1, 1, 1, 1, 1, 0)",0
0000111111,0.5239912825921849,"(0, 0, 0, 0, 1, 1, 1, 1, 1, 1)",0
