,Fitness,Location,Maxima
0000000000,0.0,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
0000000001,0.14611946327024375,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0
0000000010,0.14458309174122955,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0
0000000011,0.16894940658658913,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",0
0000000100,0.16321789301655046,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0
0000000101,0.20915119724458175,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",0
0000000110,0.13555532309544452,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",0
0000000111,0.3881031140575567,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 1)",0
0000001000,0.05704756596061075,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0
0000001001,0.42991496029896414,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",1
0000001010,0.0795680911584864,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",0
0000001011,0.23865978227510434,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1)",0
0000001100,0.35766972067049385,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",0
0000001101,0.3459480911309952,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 1)",0
0000001110,0.40681784642511853,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 0)",0
0000001111,0.30167513923728917,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 1)",0
0000010000,0.0843127159722442,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0
0000010001,0.2382911577323683,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",0
0000010010,0.14441475983356597,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",0
0000010011,0.17228343189155718,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1)",0
0000010100,0.21714485590438365,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",0
0000010101,0.2107302955912716,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 1)",0
0000010110,0.40695512462678823,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 0)",0
0000010111,0.49550451974619913,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 1)",0
0000011000,0.1196419157207469,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",0
0000011001,0.15999732352967438,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 1)",0
0000011010,0.20614126843229408,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 0)",0
0000011011,0.39411338746857666,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 1)",0
0000011100,0.28965154263250315,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 0)",0
