,Fitness,Location,Maxima
0000000000,0.0,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
0000000001,0.07759193267879297,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0
0000000010,0.07566393064972152,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0
0000000011,0.16228637338193605,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",0
0000000100,0.0736901282326015,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0
0000000101,0.16940050890643965,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",0
0000000110,0.2404162517436242,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",0
0000000111,0.28283303546902344,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 1)",0
0000001000,0.13863614069375207,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0
0000001001,0.21776637903734852,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",0
0000001010,0.307183872561044,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",0
0000001011,0.2551807008937256,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1)",0
0000001100,0.27489300578142317,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",0
0000001101,0.2882545375915253,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 1)",0
0000001110,0.2631112118699457,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 0)",0
0000001111,0.3857222927402132,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 1)",0
0000010000,0.057463606701250794,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0
0000010001,0.22915658166121822,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",0
0000010010,0.2920158385833484,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",0
0000010011,0.31276923077697444,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1)",0
0000010100,0.2522733792001281,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",0
0000010101,0.32326021229459856,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 1)",0
0000010110,0.3467617965794652,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 0)",0
0000010111,0.39815851594380613,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 1)",0
0000011000,0.14899081611822412,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",0
0000011001,0.3724004382959397,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 1)",0
0000011010,0.2745801595998674,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 0)",0
0000011011,0.41600729779681644,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 1)",0
0000011100,0.17871366255296373,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 0)",0
0000011101,0.37299881950194375,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 1)",0
0000011110,0.3815047423058095,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 0)",0
0000011111,0.5366799366867478,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 1)",0
0000100000,0.0832405660315547,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
0000100001,0.17627709986875514,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 1)",0
0000100010,0.19542002005228515,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",0
0000100011,0.2712033360936284,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 1)",0
0000100100,0.19936032874226212,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 0)",0
0000100101,0.34872282472313176,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 1)",0
0000100110,0.2609276377444695,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 0)",0
0000100111,0.44070731060452467,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 1)",0
0000101000,0.165548104795999,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 0)",0
0000101001,0.28468432564379914,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 1)",0
0000101010,0.2736447681300933,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 0)",0
0000101011,0.46952210199414246,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 1)",0
0000101100,0.3078458284824319,"(0, 0, 0, 0, 1, 0, 1, 1, 0, 0)",0
0000101101,0.44708069083232305,"(0, 0, 0, 0, 1, 0, 1, 1, 0, 1)",0
0000101110,0.40119119584942475,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 0)",0
0000101111,0.5292500942865991,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 1)",0
0000110000,0.24851821883407388,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 0)",0
0000110001,0.38192912118962385,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 1)",0
0000110010,0.2880299376591695,"(0, 0, 0, 0, 1, 1, 0, 0, 1, 0)",0
0000110011,0.48453636361858193,"(0, 0, 0, 0, 1, 1, 0, 0, 1, 1)",0
0000110100,0.29599364690122854,"(0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0
0000110101,0.3067019056341497,"(0, 0, 0, 0, 1, 1, 0, 1, 0, 1)",0
0000110110,0.42001083048888244,"(0, 0, 0, 0, 1, 1, 0, 1, 1, 0)",0
0000110111,0.5611766723175922,"(0, 0, 0, 0, 1, 1, 0, 1, 1, 1)",0
0000111000,0.28498859915857866,"(0, 0, 0, 0, 1, 1, 1, 0, 0, 0)",0
0000111001,0.3975494683775699,"(0, 0, 0, 0, 1, 1, 1, 0, 0, 1)",0
0000111010,0.4215712490243438,"(0, 0, 0, 0, 1, 1, 1, 0, 1, 0)",0
0000111011,0.6069106635106327,"(0, 0, 0, 0, 1, 1, 1, 0, 1, 1)",0
0000111100,0.3920584451712297,"(0, 0, 0, 0, 1, 1, 1, 1, 0, 0)",0
0000111101,0.46510749485699515,"(0, 0, 0, 0, 1, 1, 1, 1, 0, 1)",0
0000111110,0.47775212196794825,"(0, 0, 0, 0, 1, 1, 1, 1, 1, 0)",0
0000111111,0.6261886539995178,"(0, 0, 0, 0, 1, 1, 1, 1, 1, 1)",0
0001000000,0.10526815496937882,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",0
0001000001,0.1588790090319737,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 1)",0
0001000010,0.27864507904557845,"(0, 0, 0, 1, 0, 0, 0, 0, 1, 0)",0
0001000011,0.3035775058360378,"(0, 0, 0, 1, 0, 0, 0, 0, 1, 1)",0
0001000100,0.10636862251668303,"(0, 0, 0, 1, 0, 0, 0, 1, 0, 0)",0
0001000101,0.25365621608865785,"(0, 0, 0, 1, 0, 0, 0, 1, 0, 1)",0
0001000110,0.3196517769560458,"(0, 0, 0, 1, 0, 0, 0, 1, 1, 0)",0
0001000111,0.3928353799803509,"(0, 0, 0, 1, 0, 0, 0, 1, 1, 1)",0
0001001000,0.14946138129218317,"(0, 0, 0, 1, 0, 0, 1, 0, 0, 0)",0
0001001001,0.2506053146756777,"(0, 0, 0, 1, 0, 0, 1, 0, 0, 1)",0
0001001010,0.24529282974379224,"(0, 0, 0, 1, 0, 0, 1, 0, 1, 0)",0
0001001011,0.3322291457774397,"(0, 0, 0, 1, 0, 0, 1, 0, 1, 1)",0
0001001100,0.35726974869573214,"(0, 0, 0, 1, 0, 0, 1, 1, 0, 0)",0
0001001101,0.39377408902817584,"(0, 0, 0, 1, 0, 0, 1, 1, 0, 1)",0
0001001110,0.39748179782350485,"(0, 0, 0, 1, 0, 0, 1, 1, 1, 0)",0
0001001111,0.5044400431589543,"(0, 0, 0, 1, 0, 0, 1, 1, 1, 1)",0
0001010000,0.2198813247032978,"(0, 0, 0, 1, 0, 1, 0, 0, 0, 0)",0
0001010001,0.3929145922811904,"(0, 0, 0, 1, 0, 1, 0, 0, 0, 1)",0
0001010010,0.3313164710926629,"(0, 0, 0, 1, 0, 1, 0, 0, 1, 0)",0
0001010011,0.384279635533815,"(0, 0, 0, 1, 0, 1, 0, 0, 1, 1)",0
0001010100,0.2729852197831678,"(0, 0, 0, 1, 0, 1, 0, 1, 0, 0)",0
0001010101,0.37580161485243424,"(0, 0, 0, 1, 0, 1, 0, 1, 0, 1)",0
0001010110,0.3355523483635694,"(0, 0, 0, 1, 0, 1, 0, 1, 1, 0)",0
0001010111,0.5252913596687295,"(0, 0, 0, 1, 0, 1, 0, 1, 1, 1)",0
0001011000,0.26913724467685224,"(0, 0, 0, 1, 0, 1, 1, 0, 0, 0)",0
0001011001,0.4055067577428161,"(0, 0, 0, 1, 0, 1, 1, 0, 0, 1)",0
0001011010,0.34028477180028444,"(0, 0, 0, 1, 0, 1, 1, 0, 1, 0)",0
0001011011,0.5279744671705107,"(0, 0, 0, 1, 0, 1, 1, 0, 1, 1)",0
0001011100,0.4657307390772475,"(0, 0, 0, 1, 0, 1, 1, 1, 0, 0)",0
0001011101,0.4738563890226213,"(0, 0, 0, 1, 0, 1, 1, 1, 0, 1)",0
0001011110,0.5310234595310951,"(0, 0, 0, 1, 0, 1, 1, 1, 1, 0)",0
0001011111,0.5854832939512495,"(0, 0, 0, 1, 0, 1, 1, 1, 1, 1)",0
0001100000,0.2583641381566064,"(0, 0, 0, 1, 1, 0, 0, 0, 0, 0)",0
0001100001,0.3371384422626629,"(0, 0, 0, 1, 1, 0, 0, 0, 0, 1)",0
0001100010,0.25161832059390166,"(0, 0, 0, 1, 1, 0, 0, 0, 1, 0)",0
0001100011,0.3651385701687513,"(0, 0, 0, 1, 1, 0, 0, 0, 1, 1)",0
0001100100,0.3235906719428421,"(0, 0, 0, 1, 1, 0, 0, 1, 0, 0)",0
0001100101,0.3370653152352322,"(0, 0, 0, 1, 1, 0, 0, 1, 0, 1)",0
0001100110,0.38526690280862175,"(0, 0, 0, 1, 1, 0, 0, 1, 1, 0)",0
0001100111,0.5258861334097975,"(0, 0, 0, 1, 1, 0, 0, 1, 1, 1)",0
0001101000,0.26937029245438127,"(0, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0
0001101001,0.45241535265434285,"(0, 0, 0, 1, 1, 0, 1, 0, 0, 1)",0
0001101010,0.40148919946586215,"(0, 0, 0, 1, 1, 0, 1, 0, 1, 0)",0
0001101011,0.41939519618533616,"(0, 0, 0, 1, 1, 0, 1, 0, 1, 1)",0
0001101100,0.5333586340082648,"(0, 0, 0, 1, 1, 0, 1, 1, 0, 0)",0
0001101101,0.5399747090094212,"(0, 0, 0, 1, 1, 0, 1, 1, 0, 1)",0
0001101110,0.5224992726054178,"(0, 0, 0, 1, 1, 0, 1, 1, 1, 0)",0
0001101111,0.5762320878082557,"(0, 0, 0, 1, 1, 0, 1, 1, 1, 1)",0
0001110000,0.233008260976156,"(0, 0, 0, 1, 1, 1, 0, 0, 0, 0)",0
0001110001,0.38649980717711957,"(0, 0, 0, 1, 1, 1, 0, 0, 0, 1)",0
0001110010,0.5165546849450375,"(0, 0, 0, 1, 1, 1, 0, 0, 1, 0)",0
0001110011,0.42530790221260556,"(0, 0, 0, 1, 1, 1, 0, 0, 1, 1)",0
0001110100,0.44176834705393137,"(0, 0, 0, 1, 1, 1, 0, 1, 0, 0)",0
0001110101,0.541344790043631,"(0, 0, 0, 1, 1, 1, 0, 1, 0, 1)",0
0001110110,0.5470370026003354,"(0, 0, 0, 1, 1, 1, 0, 1, 1, 0)",0
