,Fitness,Location,Maxima
0000000000,0.0,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
0000000001,0.07071747921284972,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0
0000000010,0.10315638983674418,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0
0000000011,0.11648770362248823,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",0
0000000100,0.07374991465983091,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0
0000000101,0.12577711274624814,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",0
0000000110,0.18790422091937586,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",0
0000000111,0.26286650373659937,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 1)",0
0000001000,0.06460602614933444,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0
0000001001,0.2223311603179457,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",0
0000001010,0.11556464515291083,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",0
0000001011,0.2600633210255483,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1)",0
0000001100,0.16380322349631454,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",0
0000001101,0.2506440954077048,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 1)",0
0000001110,0.3914198395648328,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 0)",0
0000001111,0.43381827182528254,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 1)",0
0000010000,0.07813721760001449,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0
0000010001,0.16895847708628753,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",0
0000010010,0.11310154589297128,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",0
0000010011,0.27334205750307483,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1)",0
0000010100,0.17844013341387463,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",0
0000010101,0.25828005061482245,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 1)",0
0000010110,0.31718716914703055,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 0)",0
0000010111,0.2968735008541632,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 1)",0
0000011000,0.11718974503323888,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",0
0000011001,0.32481854036952507,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 1)",0
0000011010,0.25512890631211216,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 0)",0
0000011011,0.38779612925272544,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 1)",0
0000011100,0.2959158157905536,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 0)",0
