,Fitness,Location,Maxima
0000000000,0.0,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
0000000001,0.11294414627101955,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0
0000000010,0.16360934209662287,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0
0000000011,0.22738584551552835,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",0
0000000100,0.06406784513608797,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0
0000000101,0.13372297584253012,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",0
0000000110,0.18567993940697886,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",0
0000000111,0.26682017942702196,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 1)",0
0000001000,0.31891883104711943,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0
0000001001,0.17031616326561314,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",0
0000001010,0.23792110054448473,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",0
0000001011,0.2842886829253271,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1)",0
0000001100,0.11301318313229561,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",0
0000001101,0.19908469082804608,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 1)",0
0000001110,0.34563316729438587,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 0)",0
0000001111,0.3038736425515582,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 1)",0
0000010000,0.11216557876838504,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0
0000010001,0.16461917901516465,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",0
0000010010,0.1515872968717668,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",0
0000010011,0.2885518407602221,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1)",0
0000010100,0.28000159715063033,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",0
0000010101,0.45977345137804365,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 1)",0
0000010110,0.3171729482131316,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 0)",0
0000010111,0.30373410393441136,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 1)",0
0000011000,0.28788368808387765,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",0
0000011001,0.19947353381501826,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 1)",0
0000011010,0.34577965860554755,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 0)",0
0000011011,0.298832562568746,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 1)",0
0000011100,0.2768143248158659,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 0)",0
0000011101,0.4139400398202369,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 1)",0
0000011110,0.5301425548214647,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 0)",0
0000011111,0.48835472233602406,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 1)",0
0000100000,0.09352690706054335,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
0000100001,0.2023293950845439,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 1)",0
0000100010,0.10814197242585824,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",0
0000100011,0.31450055151678796,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 1)",0
0000100100,0.25659841219241875,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 0)",0
0000100101,0.2710281893408322,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 1)",0
0000100110,0.24280938902913934,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 0)",0
0000100111,0.3707945463127319,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 1)",0
0000101000,0.37052669465937904,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 0)",0
0000101001,0.3013938846743591,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 1)",0
0000101010,0.31935286322552653,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 0)",0
0000101011,0.47392442328093787,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 1)",0
0000101100,0.37416424307690055,"(0, 0, 0, 0, 1, 0, 1, 1, 0, 0)",0
0000101101,0.365825592317865,"(0, 0, 0, 0, 1, 0, 1, 1, 0, 1)",0
0000101110,0.4659392446210583,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 0)",0
0000101111,0.4982970589019915,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 1)",0
0000110000,0.3730007656758523,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 0)",0
0000110001,0.1947219989727197,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 1)",0
0000110010,0.2765707370198102,"(0, 0, 0, 0, 1, 1, 0, 0, 1, 0)",0
0000110011,0.3690174209814109,"(0, 0, 0, 0, 1, 1, 0, 0, 1, 1)",0
0000110100,0.2716377908451863,"(0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0
0000110101,0.560933937993597,"(0, 0, 0, 0, 1, 1, 0, 1, 0, 1)",0
0000110110,0.46075733768143295,"(0, 0, 0, 0, 1, 1, 0, 1, 1, 0)",0
0000110111,0.48742223637642673,"(0, 0, 0, 0, 1, 1, 0, 1, 1, 1)",0
0000111000,0.2909617247980374,"(0, 0, 0, 0, 1, 1, 1, 0, 0, 0)",0
0000111001,0.408498536632338,"(0, 0, 0, 0, 1, 1, 1, 0, 0, 1)",0
0000111010,0.3707702541388702,"(0, 0, 0, 0, 1, 1, 1, 0, 1, 0)",0
0000111011,0.4676053249600703,"(0, 0, 0, 0, 1, 1, 1, 0, 1, 1)",0
0000111100,0.3477263598491366,"(0, 0, 0, 0, 1, 1, 1, 1, 0, 0)",0
0000111101,0.43463210250840456,"(0, 0, 0, 0, 1, 1, 1, 1, 0, 1)",0
0000111110,0.5862984451546678,"(0, 0, 0, 0, 1, 1, 1, 1, 1, 0)",0
0000111111,0.7209634359280654,"(0, 0, 0, 0, 1, 1, 1, 1, 1, 1)",0
0001000000,0.07965662329604066,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",0
0001000001,0.19823843673512026,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 1)",0
0001000010,0.2936945113942733,"(0, 0, 0, 1, 0, 0, 0, 0, 1, 0)",0
0001000011,0.49348398393701837,"(0, 0, 0, 1, 0, 0, 0, 0, 1, 1)",1
0001000100,0.16462871477737168,"(0, 0, 0, 1, 0, 0, 0, 1, 0, 0)",0
0001000101,0.3823883657335574,"(0, 0, 0, 1, 0, 0, 0, 1, 0, 1)",0
0001000110,0.3962974372925322,"(0, 0, 0, 1, 0, 0, 0, 1, 1, 0)",0
0001000111,0.3902566672050835,"(0, 0, 0, 1, 0, 0, 0, 1, 1, 1)",0
0001001000,0.13629017211599895,"(0, 0, 0, 1, 0, 0, 1, 0, 0, 0)",0
