,Fitness,Location,Maxima
0000000000,0.0,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
0000000001,0.08539479147401796,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0
0000000010,0.05302425222015357,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0
0000000011,0.1555123287099062,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",0
0000000100,0.11966999696896576,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0
0000000101,0.1873931473037332,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",0
0000000110,0.26285851914335223,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",0
0000000111,0.32807044932082285,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 1)",0
0000001000,0.16818869552285715,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0
0000001001,0.1829120593849136,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",0
0000001010,0.1910432759431953,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",0
0000001011,0.2898648443082611,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1)",0
0000001100,0.1694135168880482,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",0
0000001101,0.19524768367328837,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 1)",0
0000001110,0.27546274285828376,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 0)",0
0000001111,0.30616132431812015,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 1)",0
0000010000,0.0467869937110532,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0
0000010001,0.25811327619209995,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",0
0000010010,0.2109418124161007,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",0
0000010011,0.18839148114937426,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1)",0
0000010100,0.21430540394477796,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",0
0000010101,0.46481441020168346,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 1)",0
0000010110,0.3826618943596237,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 0)",0
0000010111,0.46695242542521875,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 1)",0
0000011000,0.2043156932182012,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",0
0000011001,0.2691495532907009,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 1)",0
0000011010,0.28244234485436137,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 0)",0
0000011011,0.4315800271754695,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 1)",0
0000011100,0.18192420190782416,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 0)",0
0000011101,0.31806957236687655,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 1)",0
0000011110,0.4216651816243125,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 0)",0
0000011111,0.403491779784128,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 1)",0
0000100000,0.07357180917777287,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
0000100001,0.23770628936081728,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 1)",0
0000100010,0.32065165855284594,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",0
0000100011,0.3793769478599599,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 1)",0
0000100100,0.2336454723866721,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 0)",0
0000100101,0.30011966617472785,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 1)",0
0000100110,0.3285298457035575,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 0)",0
0000100111,0.3111553608315227,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 1)",0
0000101000,0.3591044828306581,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 0)",1
0000101001,0.2984474343443891,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 1)",0
0000101010,0.22850426612822297,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 0)",0
0000101011,0.3093064773574522,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 1)",0
0000101100,0.348679876682472,"(0, 0, 0, 0, 1, 0, 1, 1, 0, 0)",0
0000101101,0.37050894086102654,"(0, 0, 0, 0, 1, 0, 1, 1, 0, 1)",0
0000101110,0.3377178541600836,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 0)",0
0000101111,0.5214642763128364,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 1)",0
0000110000,0.2312239848367001,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 0)",0
0000110001,0.2606859098642878,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 1)",0
0000110010,0.2643167109270361,"(0, 0, 0, 0, 1, 1, 0, 0, 1, 0)",0
0000110011,0.4371678012868399,"(0, 0, 0, 0, 1, 1, 0, 0, 1, 1)",0
0000110100,0.30123851874407737,"(0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",0
0000110101,0.3934847836810406,"(0, 0, 0, 0, 1, 1, 0, 1, 0, 1)",0
0000110110,0.48149876979862416,"(0, 0, 0, 0, 1, 1, 0, 1, 1, 0)",0
0000110111,0.4070726583259076,"(0, 0, 0, 0, 1, 1, 0, 1, 1, 1)",0
0000111000,0.3384740914109625,"(0, 0, 0, 0, 1, 1, 1, 0, 0, 0)",0
0000111001,0.4331895848832823,"(0, 0, 0, 0, 1, 1, 1, 0, 0, 1)",0
0000111010,0.46055869590055687,"(0, 0, 0, 0, 1, 1, 1, 0, 1, 0)",0
0000111011,0.584223673409634,"(0, 0, 0, 0, 1, 1, 1, 0, 1, 1)",0
0000111100,0.4030520566754556,"(0, 0, 0, 0, 1, 1, 1, 1, 0, 0)",0
0000111101,0.47087394893218426,"(0, 0, 0, 0, 1, 1, 1, 1, 0, 1)",0
0000111110,0.4615827684750513,"(0, 0, 0, 0, 1, 1, 1, 1, 1, 0)",0
0000111111,0.631840446071667,"(0, 0, 0, 0, 1, 1, 1, 1, 1, 1)",0
0001000000,0.13464331830204518,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",0
0001000001,0.2478609249725472,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 1)",0
0001000010,0.24952523811713406,"(0, 0, 0, 1, 0, 0, 0, 0, 1, 0)",0
0001000011,0.17741849643461305,"(0, 0, 0, 1, 0, 0, 0, 0, 1, 1)",0
0001000100,0.18227945372058954,"(0, 0, 0, 1, 0, 0, 0, 1, 0, 0)",0
0001000101,0.2882765112710587,"(0, 0, 0, 1, 0, 0, 0, 1, 0, 1)",0
0001000110,0.3379869116960118,"(0, 0, 0, 1, 0, 0, 0, 1, 1, 0)",0
0001000111,0.45043088226555206,"(0, 0, 0, 1, 0, 0, 0, 1, 1, 1)",0
0001001000,0.2648569088764675,"(0, 0, 0, 1, 0, 0, 1, 0, 0, 0)",0
0001001001,0.4591125393220482,"(0, 0, 0, 1, 0, 0, 1, 0, 0, 1)",0
0001001010,0.29700472777107423,"(0, 0, 0, 1, 0, 0, 1, 0, 1, 0)",0
0001001011,0.4167559316875453,"(0, 0, 0, 1, 0, 0, 1, 0, 1, 1)",0
0001001100,0.30756960992734805,"(0, 0, 0, 1, 0, 0, 1, 1, 0, 0)",0
0001001101,0.3440573557523425,"(0, 0, 0, 1, 0, 0, 1, 1, 0, 1)",0
0001001110,0.5294867285372202,"(0, 0, 0, 1, 0, 0, 1, 1, 1, 0)",0
0001001111,0.46269632265663896,"(0, 0, 0, 1, 0, 0, 1, 1, 1, 1)",0
0001010000,0.18395511003115,"(0, 0, 0, 1, 0, 1, 0, 0, 0, 0)",0
0001010001,0.3031048726741884,"(0, 0, 0, 1, 0, 1, 0, 0, 0, 1)",0
0001010010,0.2954020923043498,"(0, 0, 0, 1, 0, 1, 0, 0, 1, 0)",0
0001010011,0.361799116460717,"(0, 0, 0, 1, 0, 1, 0, 0, 1, 1)",0
