"","gameId","batchId","condition","roundId","playerId","stageId","createdAt","index","name","displayName","startTimeAt","X_id","submittedAt","data.score","curSelection","score","time_taken","PreviousSelection","PreviousScore","Previous2Selection","Previous2Score","Step_Size_1","Step_Size_2","Score_Diff_1","Score_Diff_2","data.totalScore","Final_Score","desc","otherDesc","learn","data.feedback","difficulty","num_rounds_player","Completed_All_Rounds","factor_Id","factorTypeId","landscape_type","description","treatmentId","roundIds","playerIds","Type_Experiment"
"1","QYwAfkmRvdyRKf28p","YcGKC9hSM7MWdczsa","task1","fBcpCGXHuYzibkFNQ","ZdZyDCxrW7FxFbcCr","NmkwG3sXDNSkXsXRa","2021-02-18T23:10:15Z",0,"Submission 1"," ",2021-02-18 23:10:15,"tZCjba3NJhDpXas5c",2021-02-18 23:10:45,0.053900022916995,"0, 1, 0, 1, 1, 0, 0, 1, 0, 1",0.053900022916995,30,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",NA,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",NA,NA,NA,NA,NA,2.34325091085757,2.24325091085757,"Improving, Reliable, Fast","","Initially trial and error.  Then by trialing more limited ones and getting rid of ones that reduced the score and keeping ones that increased the score","The second two were both equally easy so I found it hard to distinguish between them, but just picked this order because I got more accomplished at it by the 3rd one.   I do not think it was any harder in reality.  I just realised I was not complete in describing my strategies.    Initially I payed attention to rounded versus jagged shapes, and that was my strategy first (thinking a bird for example would like rounded shapes).   The first was harder because some of the initial ones were right and some wrong.   But after that in the following sets when it was clear none of the first shapes were correct, I just remembered where those were in the sequence, removed them, and selected one by one the others.  When I got to the third set, I  paused a bit at the start when I was sure of the strategy, to make sure I recalled where the remaining shapes were, and then just chose 2 to start, and added the others one by one.  I ignored the shapes in the second two sets","hard",3,1,"3jCJPn5wNH5efrNTe","criJvARqgkmFFT2YM","NK_easy","Fitness Function for game 1","iAh7aAgjjQBsweokZ","fBcpCGXHuYzibkFNQ,F7EYFAMmDqP5njoDS,sgY3csnrndKFhy2dM","ZdZyDCxrW7FxFbcCr","Prolific_pilot"
"2","QYwAfkmRvdyRKf28p","YcGKC9hSM7MWdczsa","task1","fBcpCGXHuYzibkFNQ","ZdZyDCxrW7FxFbcCr","XNCuhfno74t6wSXCz","2021-02-18T23:10:15Z",1,"Submission 2"," ",2021-02-18 23:10:46,"zazNWkounZQAxwMc5",2021-02-18 23:11:10,0.055653357267832,"0, 1, 0, 1, 1, 0, 0, 1, 0, 1",0.055653357267832,24,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0.053900022916995,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",NA,2,NA,0.00175333435083695,NA,2.34325091085757,2.24325091085757,"Improving, Reliable, Fast","","Initially trial and error.  Then by trialing more limited ones and getting rid of ones that reduced the score and keeping ones that increased the score","The second two were both equally easy so I found it hard to distinguish between them, but just picked this order because I got more accomplished at it by the 3rd one.   I do not think it was any harder in reality.  I just realised I was not complete in describing my strategies.    Initially I payed attention to rounded versus jagged shapes, and that was my strategy first (thinking a bird for example would like rounded shapes).   The first was harder because some of the initial ones were right and some wrong.   But after that in the following sets when it was clear none of the first shapes were correct, I just remembered where those were in the sequence, removed them, and selected one by one the others.  When I got to the third set, I  paused a bit at the start when I was sure of the strategy, to make sure I recalled where the remaining shapes were, and then just chose 2 to start, and added the others one by one.  I ignored the shapes in the second two sets","hard",3,1,"3jCJPn5wNH5efrNTe","criJvARqgkmFFT2YM","NK_easy","Fitness Function for game 1","iAh7aAgjjQBsweokZ","fBcpCGXHuYzibkFNQ,F7EYFAMmDqP5njoDS,sgY3csnrndKFhy2dM","ZdZyDCxrW7FxFbcCr","Prolific_pilot"
"3","QYwAfkmRvdyRKf28p","YcGKC9hSM7MWdczsa","task1","fBcpCGXHuYzibkFNQ","ZdZyDCxrW7FxFbcCr","b9kmhQGnyth2TTg8g","2021-02-18T23:10:15Z",2,"Submission 3"," ",2021-02-18 23:11:10,"2ZxB4Sgnr3WPCAqLt",2021-02-18 23:11:26,0.0223215611850867,"0, 1, 0, 1, 1, 0, 0, 1, 0, 1",0.0223215611850867,16,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0.055653357267832,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0.053900022916995,2,4,-0.0333317960827452,-0.0315784617319083,2.34325091085757,2.24325091085757,"Improving, Reliable, Fast","","Initially trial and error.  Then by trialing more limited ones and getting rid of ones that reduced the score and keeping ones that increased the score","The second two were both equally easy so I found it hard to distinguish between them, but just picked this order because I got more accomplished at it by the 3rd one.   I do not think it was any harder in reality.  I just realised I was not complete in describing my strategies.    Initially I payed attention to rounded versus jagged shapes, and that was my strategy first (thinking a bird for example would like rounded shapes).   The first was harder because some of the initial ones were right and some wrong.   But after that in the following sets when it was clear none of the first shapes were correct, I just remembered where those were in the sequence, removed them, and selected one by one the others.  When I got to the third set, I  paused a bit at the start when I was sure of the strategy, to make sure I recalled where the remaining shapes were, and then just chose 2 to start, and added the others one by one.  I ignored the shapes in the second two sets","hard",3,1,"3jCJPn5wNH5efrNTe","criJvARqgkmFFT2YM","NK_easy","Fitness Function for game 1","iAh7aAgjjQBsweokZ","fBcpCGXHuYzibkFNQ,F7EYFAMmDqP5njoDS,sgY3csnrndKFhy2dM","ZdZyDCxrW7FxFbcCr","Prolific_pilot"
"4","QYwAfkmRvdyRKf28p","YcGKC9hSM7MWdczsa","task1","fBcpCGXHuYzibkFNQ","ZdZyDCxrW7FxFbcCr","YpEux6yNZw9eq9tfS","2021-02-18T23:10:15Z",3,"Submission 4"," ",2021-02-18 23:11:26,"WSztrC9BFgnNfX2Ng",2021-02-18 23:11:39,0.0791962627908739,"0, 1, 0, 1, 1, 0, 0, 1, 0, 1",0.0791962627908739,13,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0.0223215611850867,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0.055653357267832,4,2,0.0568747016057871,0.0235429055230419,2.34325091085757,2.24325091085757,"Improving, Reliable, Fast","","Initially trial and error.  Then by trialing more limited ones and getting rid of ones that reduced the score and keeping ones that increased the score","The second two were both equally easy so I found it hard to distinguish between them, but just picked this order because I got more accomplished at it by the 3rd one.   I do not think it was any harder in reality.  I just realised I was not complete in describing my strategies.    Initially I payed attention to rounded versus jagged shapes, and that was my strategy first (thinking a bird for example would like rounded shapes).   The first was harder because some of the initial ones were right and some wrong.   But after that in the following sets when it was clear none of the first shapes were correct, I just remembered where those were in the sequence, removed them, and selected one by one the others.  When I got to the third set, I  paused a bit at the start when I was sure of the strategy, to make sure I recalled where the remaining shapes were, and then just chose 2 to start, and added the others one by one.  I ignored the shapes in the second two sets","hard",3,1,"3jCJPn5wNH5efrNTe","criJvARqgkmFFT2YM","NK_easy","Fitness Function for game 1","iAh7aAgjjQBsweokZ","fBcpCGXHuYzibkFNQ,F7EYFAMmDqP5njoDS,sgY3csnrndKFhy2dM","ZdZyDCxrW7FxFbcCr","Prolific_pilot"
"5","QYwAfkmRvdyRKf28p","YcGKC9hSM7MWdczsa","task1","fBcpCGXHuYzibkFNQ","ZdZyDCxrW7FxFbcCr","kNYq6b3JCPnuyfj4Y","2021-02-18T23:10:15Z",4,"Submission 5"," ",2021-02-18 23:11:40,"925r6J7peqsx54v8w",2021-02-18 23:11:51,0.0807167143241757,"0, 1, 0, 1, 1, 0, 0, 1, 0, 1",0.0807167143241757,11,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0.0791962627908739,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0.0223215611850867,1,5,0.00152045153330187,0.058395153139089,2.34325091085757,2.24325091085757,"Improving, Reliable, Fast","","Initially trial and error.  Then by trialing more limited ones and getting rid of ones that reduced the score and keeping ones that increased the score","The second two were both equally easy so I found it hard to distinguish between them, but just picked this order because I got more accomplished at it by the 3rd one.   I do not think it was any harder in reality.  I just realised I was not complete in describing my strategies.    Initially I payed attention to rounded versus jagged shapes, and that was my strategy first (thinking a bird for example would like rounded shapes).   The first was harder because some of the initial ones were right and some wrong.   But after that in the following sets when it was clear none of the first shapes were correct, I just remembered where those were in the sequence, removed them, and selected one by one the others.  When I got to the third set, I  paused a bit at the start when I was sure of the strategy, to make sure I recalled where the remaining shapes were, and then just chose 2 to start, and added the others one by one.  I ignored the shapes in the second two sets","hard",3,1,"3jCJPn5wNH5efrNTe","criJvARqgkmFFT2YM","NK_easy","Fitness Function for game 1","iAh7aAgjjQBsweokZ","fBcpCGXHuYzibkFNQ,F7EYFAMmDqP5njoDS,sgY3csnrndKFhy2dM","ZdZyDCxrW7FxFbcCr","Prolific_pilot"
"6","QYwAfkmRvdyRKf28p","YcGKC9hSM7MWdczsa","task1","fBcpCGXHuYzibkFNQ","ZdZyDCxrW7FxFbcCr","vCjN8nMC7W4bMD7qt","2021-02-18T23:10:15Z",5,"Submission 6"," ",2021-02-18 23:11:51,"QuotKTjae9s82iJyA",2021-02-18 23:11:55,0.0854681522207581,"0, 1, 0, 1, 1, 0, 0, 1, 0, 1",0.0854681522207581,4,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0.0807167143241757,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0.0791962627908739,1,2,0.00475143789658238,0.00627188942988424,2.34325091085757,2.24325091085757,"Improving, Reliable, Fast","","Initially trial and error.  Then by trialing more limited ones and getting rid of ones that reduced the score and keeping ones that increased the score","The second two were both equally easy so I found it hard to distinguish between them, but just picked this order because I got more accomplished at it by the 3rd one.   I do not think it was any harder in reality.  I just realised I was not complete in describing my strategies.    Initially I payed attention to rounded versus jagged shapes, and that was my strategy first (thinking a bird for example would like rounded shapes).   The first was harder because some of the initial ones were right and some wrong.   But after that in the following sets when it was clear none of the first shapes were correct, I just remembered where those were in the sequence, removed them, and selected one by one the others.  When I got to the third set, I  paused a bit at the start when I was sure of the strategy, to make sure I recalled where the remaining shapes were, and then just chose 2 to start, and added the others one by one.  I ignored the shapes in the second two sets","hard",3,1,"3jCJPn5wNH5efrNTe","criJvARqgkmFFT2YM","NK_easy","Fitness Function for game 1","iAh7aAgjjQBsweokZ","fBcpCGXHuYzibkFNQ,F7EYFAMmDqP5njoDS,sgY3csnrndKFhy2dM","ZdZyDCxrW7FxFbcCr","Prolific_pilot"
"7","QYwAfkmRvdyRKf28p","YcGKC9hSM7MWdczsa","task1","fBcpCGXHuYzibkFNQ","ZdZyDCxrW7FxFbcCr","5ZLris6fJhkzpMWXC","2021-02-18T23:10:15Z",6,"Submission 7"," ",2021-02-18 23:11:56,"wfmKRTAqdng2bFXfJ",2021-02-18 23:12:01,0.0659948401518504,"0, 1, 0, 1, 1, 0, 0, 1, 0, 1",0.0659948401518504,5,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0.0854681522207581,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0.0807167143241757,1,2,-0.0194733120689077,-0.0147218741723253,2.34325091085757,2.24325091085757,"Improving, Reliable, Fast","","Initially trial and error.  Then by trialing more limited ones and getting rid of ones that reduced the score and keeping ones that increased the score","The second two were both equally easy so I found it hard to distinguish between them, but just picked this order because I got more accomplished at it by the 3rd one.   I do not think it was any harder in reality.  I just realised I was not complete in describing my strategies.    Initially I payed attention to rounded versus jagged shapes, and that was my strategy first (thinking a bird for example would like rounded shapes).   The first was harder because some of the initial ones were right and some wrong.   But after that in the following sets when it was clear none of the first shapes were correct, I just remembered where those were in the sequence, removed them, and selected one by one the others.  When I got to the third set, I  paused a bit at the start when I was sure of the strategy, to make sure I recalled where the remaining shapes were, and then just chose 2 to start, and added the others one by one.  I ignored the shapes in the second two sets","hard",3,1,"3jCJPn5wNH5efrNTe","criJvARqgkmFFT2YM","NK_easy","Fitness Function for game 1","iAh7aAgjjQBsweokZ","fBcpCGXHuYzibkFNQ,F7EYFAMmDqP5njoDS,sgY3csnrndKFhy2dM","ZdZyDCxrW7FxFbcCr","Prolific_pilot"
"8","QYwAfkmRvdyRKf28p","YcGKC9hSM7MWdczsa","task1","fBcpCGXHuYzibkFNQ","ZdZyDCxrW7FxFbcCr","tqYkKxZ2ByJ7YMLuC","2021-02-18T23:10:15Z",7,"Submission 8"," ",2021-02-18 23:12:01,"WN8WaKHhYNMAgMNwv",2021-02-18 23:12:08,0.1,"0, 1, 0, 1, 1, 0, 0, 1, 0, 1",0.1,7,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0.0659948401518504,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0.0854681522207581,2,1,0.0340051598481496,0.0145318477792419,2.34325091085757,2.24325091085757,"Improving, Reliable, Fast","","Initially trial and error.  Then by trialing more limited ones and getting rid of ones that reduced the score and keeping ones that increased the score","The second two were both equally easy so I found it hard to distinguish between them, but just picked this order because I got more accomplished at it by the 3rd one.   I do not think it was any harder in reality.  I just realised I was not complete in describing my strategies.    Initially I payed attention to rounded versus jagged shapes, and that was my strategy first (thinking a bird for example would like rounded shapes).   The first was harder because some of the initial ones were right and some wrong.   But after that in the following sets when it was clear none of the first shapes were correct, I just remembered where those were in the sequence, removed them, and selected one by one the others.  When I got to the third set, I  paused a bit at the start when I was sure of the strategy, to make sure I recalled where the remaining shapes were, and then just chose 2 to start, and added the others one by one.  I ignored the shapes in the second two sets","hard",3,1,"3jCJPn5wNH5efrNTe","criJvARqgkmFFT2YM","NK_easy","Fitness Function for game 1","iAh7aAgjjQBsweokZ","fBcpCGXHuYzibkFNQ,F7EYFAMmDqP5njoDS,sgY3csnrndKFhy2dM","ZdZyDCxrW7FxFbcCr","Prolific_pilot"
"9","QYwAfkmRvdyRKf28p","YcGKC9hSM7MWdczsa","task1","fBcpCGXHuYzibkFNQ","ZdZyDCxrW7FxFbcCr","nq69KjD9Ybrq6AmYr","2021-02-18T23:10:15Z",8,"Submission 9"," ",2021-02-18 23:12:08,"tvndPB7tgy9HkNkkG",2021-02-18 23:12:15,0.1,"0, 1, 0, 1, 1, 0, 0, 1, 0, 1",0.1,7,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0.1,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0.0659948401518504,0,2,0,0.0340051598481496,2.34325091085757,2.24325091085757,"Improving, Reliable, Fast","","Initially trial and error.  Then by trialing more limited ones and getting rid of ones that reduced the score and keeping ones that increased the score","The second two were both equally easy so I found it hard to distinguish between them, but just picked this order because I got more accomplished at it by the 3rd one.   I do not think it was any harder in reality.  I just realised I was not complete in describing my strategies.    Initially I payed attention to rounded versus jagged shapes, and that was my strategy first (thinking a bird for example would like rounded shapes).   The first was harder because some of the initial ones were right and some wrong.   But after that in the following sets when it was clear none of the first shapes were correct, I just remembered where those were in the sequence, removed them, and selected one by one the others.  When I got to the third set, I  paused a bit at the start when I was sure of the strategy, to make sure I recalled where the remaining shapes were, and then just chose 2 to start, and added the others one by one.  I ignored the shapes in the second two sets","hard",3,1,"3jCJPn5wNH5efrNTe","criJvARqgkmFFT2YM","NK_easy","Fitness Function for game 1","iAh7aAgjjQBsweokZ","fBcpCGXHuYzibkFNQ,F7EYFAMmDqP5njoDS,sgY3csnrndKFhy2dM","ZdZyDCxrW7FxFbcCr","Prolific_pilot"
"10","QYwAfkmRvdyRKf28p","YcGKC9hSM7MWdczsa","task1","fBcpCGXHuYzibkFNQ","ZdZyDCxrW7FxFbcCr","r6fjtCSWdyxGgMzwT","2021-02-18T23:10:15Z",9,"Submission 10"," ",2021-02-18 23:12:15,"5Z3rJQcofcF7Wcc7h",2021-02-18 23:12:18,0.1,"0, 1, 0, 1, 1, 0, 0, 1, 0, 1",0.1,3,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0.1,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",0.1,0,0,0,0,2.34325091085757,2.24325091085757,"Improving, Reliable, Fast","","Initially trial and error.  Then by trialing more limited ones and getting rid of ones that reduced the score and keeping ones that increased the score","The second two were both equally easy so I found it hard to distinguish between them, but just picked this order because I got more accomplished at it by the 3rd one.   I do not think it was any harder in reality.  I just realised I was not complete in describing my strategies.    Initially I payed attention to rounded versus jagged shapes, and that was my strategy first (thinking a bird for example would like rounded shapes).   The first was harder because some of the initial ones were right and some wrong.   But after that in the following sets when it was clear none of the first shapes were correct, I just remembered where those were in the sequence, removed them, and selected one by one the others.  When I got to the third set, I  paused a bit at the start when I was sure of the strategy, to make sure I recalled where the remaining shapes were, and then just chose 2 to start, and added the others one by one.  I ignored the shapes in the second two sets","hard",3,1,"3jCJPn5wNH5efrNTe","criJvARqgkmFFT2YM","NK_easy","Fitness Function for game 1","iAh7aAgjjQBsweokZ","fBcpCGXHuYzibkFNQ,F7EYFAMmDqP5njoDS,sgY3csnrndKFhy2dM","ZdZyDCxrW7FxFbcCr","Prolific_pilot"
